Name,Ocupacion__c,Score_Buro__c,Tipo_de_Vivienda__c,AnnualRevenue,Id_Externo__c
Franciskus,JUBILADO,351,Vive con Familiares,6545.92,d4b0423a-fc82-4070-b80d-82658ef2f503
Diannne,JUBILADO,585,Arrendada,5190.86,5b89be4d-93ca-400c-85c2-6a9412b7ef26
Erda,NINGUNO,644,Propia,6170.69,a2dcdb40-95f4-4161-873e-802a77b8a312
Conant,SECTOR PRIVADO,136,Arrendada,9401.15,130a833b-d799-4e70-85f1-c77fec045dc7
York,PROFESIONAL,103,Arrendada,-786.45,36d56777-d23b-44ac-ad23-7b0dde4d0879
Lacey,SECTOR PUBLICO,155,Arrendada,5915.92,340bb443-ab50-4c37-9c26-9002303444f3
Ursulina,NINGUNO,948,Arrendada,-3841.98,97d948e6-8f01-451d-9844-8c7635d2be48
Symon,SECTOR PUBLICO,875,Vive con Familiares,7023.26,e5434a2b-887f-4801-9dbb-85b42948ef05
Aila,INDEPENDIENTE,980,Arrendada,5747.16,7003265f-e389-4a3b-8b96-0dc9b101b76c
Benedicto,NINGUNO,338,Propia,-1931.74,a1959e3e-9a62-45bd-bccb-17fdafe0307f
Keslie,PROFESIONAL,711,Arrendada,1469.27,b72ea068-a2dd-4eaa-abf7-f169b7725eb8
Morissa,SECTOR PUBLICO,585,Arrendada,7028.81,13b3e6d1-dc01-4e6d-b905-ef836a17bd2b
Sonny,SECTOR PUBLICO,180,Propia,2649.7,e7348778-7a67-4a05-834e-1bf81a9b6934
Temp,SECTOR PUBLICO,757,Propia,3871.15,e55ad3a0-2a41-4037-be6a-ed66cc56a418
Phyllys,JUBILADO,405,Propia,3444.08,0f4de7ac-92d9-438b-87ae-bfcd90e1fe36
Rory,SECTOR PUBLICO,856,Arrendada,6352.15,83c15ed3-c76c-4b43-a8c0-08e70d43bc09
Oby,JUBILADO,352,Vive con Familiares,6853.78,7445fcb4-a8cc-4dc2-85e2-990ca76139fe
Jobina,NINGUNO,962,Vive con Familiares,3368.37,2f927faf-c27a-4c78-b7c1-0d32e0931a61
Lyndel,INDEPENDIENTE,503,Propia,-627.98,71b43f21-de40-450d-b6e5-cc969b1f96cd
Larisa,PROFESIONAL,898,Propia,5020.25,e50d212c-4b0c-46d0-aa6f-662083446911
Allan,JUBILADO,957,Arrendada,5739.36,370d74cc-a308-4160-ba8e-94d7ebf2dd11
Myrtie,INDEPENDIENTE,621,Propia,3940.65,d87b17e5-e80f-4272-9e06-cee94b0b1142
Hedvige,PROFESIONAL,642,Arrendada,6846.08,646026fb-8122-443c-8616-52585f6b9148
Sloane,NINGUNO,491,Arrendada,6748.41,52352556-eced-4aed-93ba-cf438263f80c
Sherri,SECTOR PRIVADO,606,Arrendada,2326.15,6a600dcf-504c-48c9-9a0e-e18e91a0cbcf
Cass,PROFESIONAL,16,Arrendada,10104.75,d16c6359-7eaf-4549-95e7-ed705978b45f
Meg,PROFESIONAL,407,Arrendada,4922.4,df0c9019-7bab-434d-8b1b-f3fdef3fa443
Eleni,SECTOR PRIVADO,785,Propia,-2860.6,bccb360b-6460-4ef4-a8b9-460ab8a07bc1
Harp,SECTOR PRIVADO,636,Propia,4326.15,f66be7c0-ad4c-42ac-9074-386f58d6da08
Yehudit,SECTOR PUBLICO,453,Vive con Familiares,2084.42,de9f220d-ab51-4ce4-90df-74fd6798d3b4
Astrid,INDEPENDIENTE,987,Propia,7658.81,f6c5a05f-e7aa-4224-ad77-9173d8fca0cb
Leupold,NINGUNO,500,Propia,4281.1,306a6b52-439e-40a5-b660-e366d5790f49
Gail,SECTOR PRIVADO,319,Arrendada,5032.17,404ac7d5-dbc9-4ad5-8d72-6623205a0944
Ilyssa,NINGUNO,776,Arrendada,2673.85,27226a94-88d0-4d3b-bfb3-417711dc651a
Bellina,INDEPENDIENTE,163,Vive con Familiares,4780.7,201b703e-d340-40a5-ab39-89e9f13576b2
Thor,INDEPENDIENTE,787,Arrendada,2454.31,c07e410c-4ec9-448d-848e-e8aeb636ff81
Mareah,JUBILADO,45,Vive con Familiares,2278.51,9ae39ed4-043f-4f7f-a0bf-471a205dfa69
Kiah,SECTOR PRIVADO,404,Propia,7759.17,aa443c1c-3b61-497c-a8c3-05de1088e67d
Vincenz,SECTOR PRIVADO,266,Vive con Familiares,4566.17,68f21a71-f717-40f6-aac1-1634dd3e3fa0
Eudora,INDEPENDIENTE,165,Arrendada,1225.86,937af3b9-8e26-4bdd-8243-91c4294ace21
Roxine,NINGUNO,169,Propia,2949.29,ba6dafc1-38d6-4bd8-b13c-4a736caaa1cf
Betsy,SECTOR PRIVADO,79,Vive con Familiares,-1405.31,c7569560-d11d-4d0f-b849-3857bf848cea
Rora,NINGUNO,883,Arrendada,3186.24,b3e7d8d4-438b-4be2-a33e-3e1ea682e574
Jorey,INDEPENDIENTE,278,Arrendada,-1362.94,f52a0634-2200-46fe-b3dd-f6e1e78bec4f
Vail,SECTOR PUBLICO,283,Propia,387.59,c7b701e1-7ec7-4719-aede-e08a8be195c8
Vaughn,JUBILADO,176,Vive con Familiares,3923.78,96aa12a0-7e0c-47bd-bbd0-705ab812ae73
Harriott,INDEPENDIENTE,857,Arrendada,9588.19,5e5019a7-5dea-4d02-989c-d528cc42d70d
Minor,SECTOR PRIVADO,220,Propia,-205.52,b4ba1995-2160-482e-8786-07d8816a85c1
Milo,JUBILADO,794,Propia,5209.43,80f4c13c-f4cf-42e1-adef-706c5fe175ee
Floyd,SECTOR PUBLICO,404,Propia,4023.99,8f625c42-1aea-4507-a7e0-5a62c5c08041
Mandel,NINGUNO,523,Vive con Familiares,2427.48,9a75cb63-4bb2-43ad-b070-6599776057ee
Dona,INDEPENDIENTE,791,Vive con Familiares,4953.84,6fd4a903-82c0-4136-84f9-a121c62cbac4
Eileen,SECTOR PRIVADO,95,Vive con Familiares,5527.29,8348beac-5399-4340-a0f0-0fb0cd82f0ff
Rebeca,SECTOR PUBLICO,544,Vive con Familiares,8645.78,25065e59-3639-40d7-9460-e64ac5e8a88b
Shaine,SECTOR PUBLICO,592,Arrendada,8629.53,810b43f0-564a-4232-bc6d-ca465cc9a14e
Bourke,NINGUNO,705,Vive con Familiares,897.01,c0bb53b8-b86d-4f02-9094-6b0ff0c5c48a
Tedda,JUBILADO,766,Propia,3963.19,d7118c81-177a-4bed-9406-bbfc6f5746d3
Leesa,SECTOR PRIVADO,21,Arrendada,5535.17,eb452d27-84ad-4482-b9ba-bc5cf7923607
Dorette,SECTOR PUBLICO,988,Vive con Familiares,6344.83,09205317-b177-4bfe-a89a-e112829eed9c
Cloris,JUBILADO,277,Arrendada,-3706.04,6e060428-2017-45ad-9ae9-85ca1cd17b5a
Alaster,JUBILADO,12,Arrendada,10479.32,30dd87fb-c837-480c-b1a2-b86782fc09e1
Toby,NINGUNO,41,Arrendada,359.42,be79d5a9-55af-47f1-ac8f-273b4019b175
Oralle,SECTOR PRIVADO,241,Vive con Familiares,6294.05,76088c0a-11d7-4d56-9036-aa4c9fa9650d
Darn,NINGUNO,370,Propia,505.48,eeda31f2-c45d-48e7-99e3-72b4f592f37d
Andrus,SECTOR PUBLICO,827,Arrendada,8894.21,56f88403-fd69-4369-a6c1-4d75412a7add
Hyacinth,NINGUNO,595,Vive con Familiares,7946.4,48ed6c93-8ac8-41bb-a518-cd4133aa23a8
Raynor,NINGUNO,513,Vive con Familiares,7332.83,a711cd90-33b1-490e-bbd5-e2471ee2d5be
Valencia,JUBILADO,769,Propia,975.51,a7eb61c2-0a31-4811-94b0-787e4226c5b9
Renado,JUBILADO,414,Arrendada,2611.37,fe855907-8ab0-4e04-a081-06e3162ee5f6
Lara,INDEPENDIENTE,952,Arrendada,5426.02,3ae0c8f2-9cf2-4ca5-89e1-b16dde95f9c4
Damon,JUBILADO,819,Propia,9416.02,982582d6-63c5-4025-8ea1-26c40cf37fbb
Mehetabel,SECTOR PUBLICO,911,Arrendada,6046.34,9e76392c-233e-4a54-b86c-1e4af79e8a24
Langsdon,SECTOR PRIVADO,784,Arrendada,4962.55,83ba46d2-bc83-4bde-b978-2bc4e2b32460
Stormi,SECTOR PRIVADO,114,Propia,3359.92,df4136fb-7dd1-4bc6-a630-493d1d89e6f1
Junette,JUBILADO,283,Vive con Familiares,4958.42,e14816ac-b66b-45b5-b589-ef17e10ac446
Joachim,PROFESIONAL,152,Propia,4450.3,35847916-21a0-49e6-967e-617d6d88cd74
Neddy,INDEPENDIENTE,123,Arrendada,867.05,52e5aaa3-37b2-4c60-b065-4e3c43f3ecff
Greg,PROFESIONAL,917,Vive con Familiares,7135.19,c6efdf54-0dae-4df5-9e75-83e2c9dc2e26
Aldwin,SECTOR PUBLICO,676,Vive con Familiares,6930.76,fd7e283f-806e-41d8-9405-6dad868d9350
Peg,JUBILADO,933,Arrendada,5864.35,95d8ff3b-9b86-4648-a2a9-faa26b38e3c2
Quinlan,SECTOR PRIVADO,214,Arrendada,8746.3,e300e09d-f7a4-4dcb-8a7b-77e850a82b4d
Karylin,NINGUNO,380,Vive con Familiares,4950.03,a499e366-7f24-4458-895d-c06ddb7be2e3
Celestia,PROFESIONAL,459,Propia,6052.64,373d39a9-d28e-4d9f-8117-dedf021e388e
Graig,PROFESIONAL,90,Propia,3932.9,f61e519a-0191-43b9-a06c-3b629621ee45
Cordie,JUBILADO,514,Propia,11321.96,ca847947-f272-4d1c-b3fb-6fa49344a64f
Cash,NINGUNO,479,Vive con Familiares,6046.48,6132fdaf-de81-4037-ae57-c4be1ce544d2
Demetri,NINGUNO,607,Vive con Familiares,1181.61,c6247e51-c0f4-4e99-a535-1615d13a7044
Nevile,JUBILADO,464,Propia,5416.22,90e3444a-87c4-403f-9b6f-b28622afd9bf
Blanch,INDEPENDIENTE,660,Arrendada,132.53,b88900af-8280-4ad6-b528-8fb081c91a83
Jemimah,NINGUNO,927,Vive con Familiares,10233.75,b408b99a-ba22-4c46-b27e-96ecc9700214
Kyle,JUBILADO,749,Propia,-1165.39,b06e6145-371f-4db3-afa7-ee6fab4ace89
Rickie,SECTOR PRIVADO,899,Arrendada,8722.38,0efc4735-ed8b-4724-ba86-1edc3ba91e7a
Sarette,SECTOR PRIVADO,157,Vive con Familiares,3238.03,55cc9384-267b-4805-8b17-cf31fc90ea86
Jerrine,JUBILADO,270,Arrendada,1603.4,8a254f65-61fb-48d5-8692-73e8f27280ee
Lemmie,INDEPENDIENTE,855,Arrendada,1596.23,1ff5b8e4-d17a-4515-a0a8-24825a2736b2
Trescha,PROFESIONAL,351,Arrendada,7580.37,04de6e9f-5ef2-4497-bfa4-77bf533b86b0
Itch,NINGUNO,940,Propia,4248.67,ce55bf13-51af-4e97-a7c4-3a3164567da6
Sarah,NINGUNO,289,Vive con Familiares,7038.84,d380e9c0-4a44-4a37-96d2-cd2a88e2bd8d
Gilda,INDEPENDIENTE,911,Propia,4735.7,48c238a4-21e1-4200-ac7f-cc680566d020
Georgy,JUBILADO,463,Arrendada,-12.2,a45ea8e8-506a-4b78-9786-c728c0aaca4a
Stormi,SECTOR PUBLICO,91,Vive con Familiares,4438.88,a29b1be0-aa94-4878-bd9a-2e382ff68dd8
Denny,NINGUNO,723,Arrendada,-466.1,acbd3a77-7f30-4d7b-9b0b-fbdbafb88f8c
Tynan,SECTOR PRIVADO,394,Vive con Familiares,3540.1,6f93bfcf-8b18-4c68-bb64-bb5f91b2764b
Petunia,JUBILADO,353,Vive con Familiares,2335.23,3d41423c-95dc-4e85-90bf-e499eb781dd4
Gwennie,SECTOR PRIVADO,442,Propia,-454.29,8d6c63bc-ce9f-4183-aa88-c73af7850377
Lona,INDEPENDIENTE,849,Vive con Familiares,7785.6,d58101d0-c83d-4412-985e-156323a96870
Abram,SECTOR PUBLICO,432,Vive con Familiares,6728.46,8f6f5e8c-2858-472f-b861-5320754fc030
Darla,JUBILADO,357,Arrendada,3305.69,fbf98b58-9c6e-46a4-b736-9957db2bcd0a
Lucretia,SECTOR PRIVADO,154,Arrendada,3925.5,887733a8-e5e6-453b-91c4-1051ac06d090
Aurilia,SECTOR PUBLICO,920,Arrendada,2436.2,c791a4f8-31fb-4714-aab6-a26857062933
Gerianne,NINGUNO,159,Arrendada,9846.29,89aab064-fede-42ea-91ca-9b7d461d70b5
Pooh,SECTOR PUBLICO,824,Arrendada,3050.07,539c8900-144c-4f88-880a-bcd0a1895ca3
Northrop,INDEPENDIENTE,4,Vive con Familiares,7705.94,1b2ccfa1-6790-4543-9ec8-9fa9f646cf52
Sullivan,INDEPENDIENTE,73,Arrendada,9960.93,9da6598f-97ca-4626-b78d-36302e9e3498
Charmine,SECTOR PUBLICO,739,Propia,7528.99,cdd0e6cd-16c7-4b8c-9a31-1d8e254875c1
Court,SECTOR PUBLICO,559,Propia,3435.2,f5c9c725-14ae-409d-82f6-01998a88de36
Deeanne,NINGUNO,612,Propia,7902.49,786e7ec0-da91-4a9d-882f-a9a8c896b434
Gene,NINGUNO,391,Propia,7403.99,1fc62682-0301-4644-9c84-b1419d0775a1
Ximenes,SECTOR PUBLICO,612,Arrendada,4898.38,c846f329-bb36-4da8-8e2f-bdda4cc89e31
Larisa,INDEPENDIENTE,487,Arrendada,-1082.35,db99e9de-c7fc-489f-bc85-209391fec32b
Jillayne,SECTOR PRIVADO,649,Propia,6771.8,9028434f-0f9e-4c02-b897-0f769325f18e
Merrielle,JUBILADO,667,Vive con Familiares,5604.3,ceb92c22-9387-4e23-b40f-ccb37ae4bf1d
Jennette,SECTOR PRIVADO,714,Propia,6275.78,89e233bf-95eb-465b-8bc2-efa61c59a5f7
Desirae,PROFESIONAL,411,Propia,11831.85,b15b8585-e3e1-4e37-b91d-dc9111e31f84
Theo,SECTOR PUBLICO,85,Vive con Familiares,10184.6,5e89a4fc-d0e0-48b5-a711-245b42b4b188
Constancia,INDEPENDIENTE,143,Vive con Familiares,5900.32,ac957736-186f-4e5a-ae2b-acb61d91b0eb
Franklyn,PROFESIONAL,585,Propia,7138.61,dd3e093f-8ec4-4ebd-8001-0731d2ef35e0
Perla,JUBILADO,720,Vive con Familiares,775.36,6b299cf7-27b5-49bd-8398-1e1c3f81aab6
Karry,SECTOR PUBLICO,16,Arrendada,6055.54,69596af0-a4e6-4de4-8bdc-fffb81619a38
Falkner,SECTOR PRIVADO,772,Arrendada,-2167.3,f31e2950-0ded-4323-b870-09d4a639f024
Linnie,JUBILADO,295,Vive con Familiares,5587.07,69cfd74b-d9ac-4588-810d-76353da688d9
Blondy,PROFESIONAL,707,Propia,6767.21,ddc29df0-db5c-4cfb-b00e-c70f3bfd5d7e
Pancho,PROFESIONAL,33,Arrendada,5016.21,e9a5ff4d-e1e7-40ae-ac6c-1875af21fbcd
Violette,SECTOR PRIVADO,722,Vive con Familiares,228.62,99f02689-9a6f-4e49-8457-c88b0f17aaf5
Torrie,INDEPENDIENTE,354,Propia,6168.89,7ef8e741-b4c3-4b97-8948-85e84aa82ba4
Boycie,INDEPENDIENTE,371,Vive con Familiares,5175.24,fdac6150-bb43-431d-8968-09f6cccb27df
Irwin,SECTOR PUBLICO,386,Arrendada,-516.74,158f5b9b-1c61-44d6-889d-8ac8c97a4e8b
Etan,SECTOR PUBLICO,228,Vive con Familiares,5878.34,838c0457-317d-415d-b5af-a8a307ab05d2
Bo,JUBILADO,225,Propia,7534.39,ff7f733f-c98b-44b0-a275-83841697fd2d
Dena,JUBILADO,317,Vive con Familiares,4041.03,4bc184f3-8349-4012-809e-c1cf0c795af7
Jaine,INDEPENDIENTE,41,Arrendada,5763.45,9a730d29-87e2-4fff-b053-964b84f3e72c
Gerladina,SECTOR PUBLICO,944,Vive con Familiares,9834.28,31e9fca7-adfd-48ad-9ff2-ed30cd35e8a6
Xymenes,NINGUNO,736,Propia,5907.6,a36ae79f-9c7a-45cc-9811-7a68dc98f3ae
Elbertine,JUBILADO,997,Propia,6844.71,5bb371b9-4731-418f-98a1-bc6079afc5ea
Niall,SECTOR PRIVADO,112,Propia,-1136.44,cc319923-85f4-4eb4-907f-e6b797c1845f
Ludovika,NINGUNO,584,Vive con Familiares,8383.52,48732c97-8bfa-442f-82cd-06646739126e
Ardeen,PROFESIONAL,440,Vive con Familiares,10673.96,2be03015-dd78-4ef1-88a3-9cef23b04467
Alayne,SECTOR PUBLICO,145,Arrendada,3567.13,77ed3285-79ba-45d8-906c-2909be34bb32
Fancie,NINGUNO,266,Propia,4661.61,a9f0e405-b6bd-45ef-ae52-729ead3cc264
Rossy,SECTOR PRIVADO,601,Arrendada,6512.15,d1c33c20-1389-4dba-b304-d98756948a91
Melessa,SECTOR PRIVADO,757,Arrendada,4609.13,cd6b456d-6347-4e9c-9d8b-b26555963f07
Farica,NINGUNO,88,Vive con Familiares,8147.89,b94eefbf-088b-4b9e-b593-970e4038ad98
Clementius,SECTOR PUBLICO,89,Vive con Familiares,5672.82,63f99de2-7a82-4eec-b639-dadb63800bc0
Esme,INDEPENDIENTE,761,Arrendada,1612.91,408a53f6-53c5-4efe-85e9-50f35bdad230
Tressa,SECTOR PRIVADO,751,Arrendada,3410.11,52bf5a98-e438-47b9-ab62-6ce2c864cb53
Aarika,INDEPENDIENTE,471,Vive con Familiares,5218.3,408a1655-bc64-47d4-a254-733c45f661c8
Erroll,SECTOR PUBLICO,789,Arrendada,7433.7,db6efb96-7448-46c2-96f8-41c6bbbb90f0
Radcliffe,PROFESIONAL,760,Propia,2510.67,0402dcda-66af-4ec3-ab07-45f5370f3b18
Lawrence,SECTOR PUBLICO,813,Arrendada,4749.07,c5a4fdcf-8280-4149-9248-8bdb72155a7b
Tabbie,SECTOR PUBLICO,983,Arrendada,5214.05,5dfc6d4b-34be-4f75-889d-1c794e747005
Dorris,PROFESIONAL,496,Arrendada,3221.09,9ad6b11a-bcbf-4f1e-bd17-51819d47e4ec
Laughton,SECTOR PRIVADO,434,Vive con Familiares,8045.18,1d67f7cd-19db-4ac0-91e5-7bfb12be1cbb
Peder,PROFESIONAL,970,Arrendada,4942.42,03c342ca-377d-46a4-bfc8-c58845701504
Cammi,NINGUNO,761,Vive con Familiares,3098.68,c69c1a07-baa6-4b87-8324-70f36ef7aea0
Anna-diana,SECTOR PRIVADO,761,Arrendada,6488.39,dcd90356-cf7f-43aa-ba8c-fc5c4705735a
Melly,SECTOR PRIVADO,849,Propia,6137.25,44dfec5b-50c9-46d2-addd-809155154208
Kermy,INDEPENDIENTE,481,Arrendada,7381.71,b6db33c3-087b-4a20-b344-8d6e11a159d2
Gilligan,JUBILADO,404,Arrendada,2202.58,94100cce-2679-4a0d-b276-098cd76deef7
Nichol,INDEPENDIENTE,578,Vive con Familiares,2959.67,6c9551bd-f68e-400f-9ace-79e7b687bd24
Magdaia,INDEPENDIENTE,524,Arrendada,3016.36,947dc326-10ce-49c7-8fdb-19b245d95548
Janis,JUBILADO,913,Vive con Familiares,4920.1,3e251adf-7257-41ec-a579-a876e95ddfc0
Bernadine,PROFESIONAL,746,Propia,6475.81,8dd91f1d-b061-4c0b-9e25-566556773523
Toni,PROFESIONAL,275,Vive con Familiares,6211.36,bb9acb0e-df73-4a8a-9cfe-c587133faf46
Johnna,PROFESIONAL,492,Propia,-1071.78,63db710f-d429-491a-b178-6bab2b5ba28e
Bo,NINGUNO,404,Propia,8236.68,f84eb5f5-174a-42ab-9a02-da8493add3a1
Phyllida,JUBILADO,700,Vive con Familiares,4493.68,e53b9e6e-3061-4c79-b87c-01abca961969
Tammara,SECTOR PRIVADO,628,Vive con Familiares,6781.34,e3c20a1e-c144-45b3-a4fb-2c74e48562c1
Field,SECTOR PUBLICO,131,Propia,2279.38,80a702a7-b5b6-483e-9afc-9d5a0494c6ed
Godfree,SECTOR PRIVADO,105,Propia,4474.78,741a947c-5dc5-4ea8-bf4d-57b07e7b2ace
Linda,PROFESIONAL,346,Arrendada,7171.56,225acb51-57be-449d-a4d6-2832e10b7928
Siobhan,SECTOR PRIVADO,973,Propia,5140.6,cd90a2e2-1c34-4c88-812e-30cc6e83b56a
Ingeborg,SECTOR PRIVADO,206,Propia,774.2,716e577f-228e-42a1-bebd-37c026dc76cb
Bryant,JUBILADO,905,Propia,-2384.73,d69caa6e-1feb-40cd-a4e2-eb197dec81af
Toby,SECTOR PRIVADO,747,Vive con Familiares,3992.99,c8d5f9ea-f9ad-4056-b966-8d1480441244
Tobit,PROFESIONAL,833,Vive con Familiares,2503.47,44d66c62-8b65-49fb-87e6-9a8094ae7340
Joelie,JUBILADO,556,Propia,7135.24,baf74ee4-1f0f-4e9a-8c3a-4d92e9e32093
Christie,SECTOR PRIVADO,149,Arrendada,6184.72,6d813253-5d5b-4ec1-9402-4db4eb3d32b0
Meghann,SECTOR PUBLICO,42,Arrendada,7014.16,a7a747e6-0d58-4bda-8412-834c10bad725
Austina,NINGUNO,199,Propia,7061.65,e5c158c7-4b7b-41a1-8442-d34449c326ec
Der,PROFESIONAL,362,Propia,1395.09,b4858115-698e-42a8-93ca-2c0688c0c0f8
Curran,SECTOR PRIVADO,561,Arrendada,11604.34,3915ddc6-ba9b-484e-a1df-14e84d1ae345
Ragnar,NINGUNO,635,Propia,6371.24,1e07ce54-adb4-47d3-a917-dd8655b95ca4
Hugo,SECTOR PUBLICO,227,Propia,5092.28,596840ca-a6d8-4dec-81fd-531bfe71a8ce
Pauly,PROFESIONAL,651,Vive con Familiares,3702.75,fe2f38f1-5b82-4750-8f32-4fb0f94d3c26
Rikki,JUBILADO,405,Arrendada,1438.98,f20caa7e-d351-49a2-a402-fb39398127e5
Nadine,SECTOR PUBLICO,837,Arrendada,12719.15,22614452-1154-4115-a3ba-27817d7e1296
Lacey,INDEPENDIENTE,24,Vive con Familiares,2855.01,c5d2fd0d-cb04-46a0-aa52-e6cf809ee1ab
Kit,JUBILADO,225,Vive con Familiares,6031.55,02365ad4-e64e-476f-9878-af61b9eed8d0
Gert,JUBILADO,309,Vive con Familiares,3907.33,0cfcc51a-33d1-4872-91af-bd4caf425020
Bird,SECTOR PUBLICO,707,Arrendada,2132.52,acebaac6-e104-4eb8-8790-292b53b6a654
Mohandis,INDEPENDIENTE,381,Arrendada,7517.02,fd2be029-094f-4177-b9b9-88d569f9720e
Carrissa,NINGUNO,952,Arrendada,10043.94,574c4caa-c02c-4638-bf66-57510b5f08b2
Nickola,SECTOR PUBLICO,914,Vive con Familiares,4418.56,b9dbd705-2fec-4d37-9bd5-56e1acbb1ddf
Abra,NINGUNO,508,Propia,1135.54,90e1ffe6-ad0c-4937-a1b0-510e9e72d2c2
Natala,JUBILADO,476,Vive con Familiares,6382.67,2f50354d-add2-400b-8ae5-0f2523f20105
Nathanil,JUBILADO,488,Vive con Familiares,10135.05,0c404186-1926-4693-ae89-5fe6c81d2fbf
Carrol,JUBILADO,202,Vive con Familiares,9137.17,8fb19fa3-babd-4dd9-825f-370fccb82046
Corliss,INDEPENDIENTE,415,Propia,3741.62,b5a2c1a1-652b-4047-916f-a7935792312c
Rebecca,NINGUNO,536,Vive con Familiares,5285.31,db16daf8-9a3b-40cc-8714-0e5d8db36cbe
Gwen,SECTOR PRIVADO,626,Arrendada,5719.46,1f8e60ac-41c2-4e21-9df8-8245f016a4f5
Arin,JUBILADO,808,Arrendada,8344.8,28f891ad-aa20-4a2d-9aea-e28a6d55a795
Brandy,SECTOR PUBLICO,152,Propia,6835.54,25a2ce0a-df89-4a5d-b7e6-43b2c948331c
Kyrstin,INDEPENDIENTE,768,Vive con Familiares,5102.15,191dd52c-25ae-4b34-94ab-0679d28bb629
Kellen,NINGUNO,118,Vive con Familiares,1211.76,c02fca49-dbe6-42ac-8365-5bbb535861cb
Andria,SECTOR PRIVADO,205,Vive con Familiares,1533.14,b96434e3-dd55-41de-b5e8-eef058ba02c6
Haley,SECTOR PUBLICO,710,Arrendada,3832.2,b71aa04b-5d57-49c5-a607-b45ed8cf5ad6
Karna,SECTOR PRIVADO,855,Vive con Familiares,4997.75,51cea888-1cdd-4b9f-86af-8f228b3a8666
Miner,NINGUNO,693,Arrendada,4655.25,cbdb4424-83f7-4aae-a2ed-6fc0989f1d7e
Didi,NINGUNO,933,Arrendada,6953.15,1e949fe7-6613-4b63-b03b-06bd76168736
Noach,NINGUNO,264,Vive con Familiares,6195.69,7eabd1e8-3c04-4ea2-9d9d-070304b617c4
Dorita,INDEPENDIENTE,524,Propia,6068.11,f2870044-5933-4ef6-93b4-971cbf40e0b8
Hube,PROFESIONAL,795,Arrendada,7530.95,29471532-e9f4-4907-90fa-8f45f93b6863
Harrie,SECTOR PRIVADO,923,Vive con Familiares,1997.1,a0cfe192-b8a1-4857-b41a-7378b1839f80
Jaquenetta,SECTOR PUBLICO,333,Arrendada,8929.2,7ab09bb4-aa25-40e6-8f61-bfa76be8e81b
Dare,JUBILADO,104,Propia,4010.29,7ef691a3-75b8-42fa-b9c5-a40cec3e2e73
Wallace,INDEPENDIENTE,513,Arrendada,3977.17,a585501e-5fbc-4b63-b2c6-1a8699b36fc9
Norrie,NINGUNO,155,Propia,5532.48,addac0ea-a4c6-4389-9b27-a0a9bc0fa5ad
Clifford,SECTOR PRIVADO,106,Propia,5739.88,e4361286-7b1e-4442-9cd6-8fa3c38f0fc5
Fay,PROFESIONAL,917,Arrendada,5168.99,85b1bb73-2661-4b6e-90cc-ae9b0a62a103
Chase,SECTOR PUBLICO,71,Propia,2685.6,f0259d30-4144-4875-a12e-122d3a55ce68
Joannes,NINGUNO,726,Propia,8230.88,19aa0998-3b31-4af4-ae8d-173e6c7c9ac5
Sharla,SECTOR PUBLICO,482,Vive con Familiares,9718.15,bae42a54-d0e4-473d-b743-f17d034781ce
Zared,PROFESIONAL,702,Propia,7707.15,8d00637d-d7ac-414e-bfa5-e654791300e7
Silvester,NINGUNO,608,Arrendada,7583.86,eb9dd9fc-62f1-4ff6-89cb-c343d02a5223
Lew,JUBILADO,896,Arrendada,7037.35,4e127a2f-5657-4076-bc1d-0b26d25b888f
Sonnie,SECTOR PUBLICO,525,Vive con Familiares,10177.25,ea28eaaa-3e45-4abb-9965-3d0a2760bad9
Ezekiel,JUBILADO,486,Vive con Familiares,3927.59,698d9b3c-7ee4-4247-a28b-180e9d1a5b6b
Reyna,PROFESIONAL,438,Vive con Familiares,5681.5,3e83af3e-bba8-4712-a60e-fd4c3ae57312
Hortense,PROFESIONAL,103,Arrendada,6071.67,69235155-3ed3-4413-b0d3-843ae3676b9d
Fransisco,SECTOR PRIVADO,755,Arrendada,10010.26,579ca85f-e46f-4489-a2ca-6d508d0db456
Ardene,JUBILADO,902,Propia,5529.95,71f5b95e-e948-4d41-ba04-8908f6800312
Verney,PROFESIONAL,389,Arrendada,3764.68,d1333d6c-c1b4-4e38-bef4-322a858ea257
Krysta,SECTOR PUBLICO,955,Vive con Familiares,2039.21,57133598-7808-4d68-9a0c-a1a86211c0d2
Dael,SECTOR PUBLICO,375,Arrendada,-331.86,85835fe6-7261-4bdc-ab48-bc0ca99509b2
Eugenio,SECTOR PRIVADO,96,Vive con Familiares,5973.64,7eb44fcc-ce71-4a75-b90c-4e90a91a3cd3
Kenneth,JUBILADO,332,Vive con Familiares,4123.01,e51322a0-4b62-46a1-9470-1931b6af3702
Emilio,JUBILADO,987,Arrendada,-441.68,328749e9-4f33-47d3-8b59-45e448ff4534
Marga,INDEPENDIENTE,534,Propia,2818.11,db90d361-8a29-4b90-952e-1e49b17044d4
Ricoriki,SECTOR PRIVADO,713,Arrendada,-2269.46,acc17c83-05fc-4d2d-ba39-23da5ecd59a8
Nona,SECTOR PUBLICO,946,Arrendada,2598.89,1f58b90a-6c17-4d5e-a29a-6e15beb4022d
Leif,SECTOR PRIVADO,209,Vive con Familiares,6643.71,04f203ff-ee0b-40c1-90ac-4cfa43985a82
Haydon,INDEPENDIENTE,786,Vive con Familiares,3431.76,53aa712e-de1f-46e1-b522-71e23214dead
